conversation_id,creator_id,conversation_date,ai_version,issue_type,issue_complexity,region,creator_segment,entry_channel,eligible_for_ai,ai_used,experiment_group,ai_response_time_sec,ai_contained,ai_response_quality,ai_error_flag,resolution_status,resolution_type,human_escalated,human_handling_time_min,csat_score,repeat_contact_7d,conversation_duration_min
CNV-2026-0000138,CRT-00114,2026-01-08,V1,Creator Tools,Medium,India,Growth,Creator_Studio,True,True,Pre_Experiment,1.38,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.74
CNV-2026-0000139,CRT-01217,2026-01-08,None,Revenue & Payments,Medium,Southeast Asia,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,18.49,,False,20.83
CNV-2026-0000140,CRT-00489,2026-01-08,None,Analytics,Medium,Other,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,11.87,2,False,12.95
CNV-2026-0000141,CRT-01336,2026-01-08,V1,Channel Access,High,UK,Established,Creator_Studio,True,True,Pre_Experiment,3.41,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.42
CNV-2026-0000142,CRT-00692,2026-01-08,V1,Monetization,Medium,Southeast Asia,Established,Creator_Studio,True,True,Pre_Experiment,5.29,True,Medium,False,Resolved,AI_Resolved,False,0.0,,True,2.6
CNV-2026-0000143,CRT-00678,2026-01-09,V1,Memberships,Low,Other,Growth,Creator_Studio,True,True,Pre_Experiment,5.01,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.03
CNV-2026-0000144,CRT-00308,2026-01-09,V1,Memberships,Low,India,Growth,Creator_Studio,True,True,Pre_Experiment,3.45,False,Medium,False,Resolved,Human_Resolved,True,5.35,5,False,8.19
CNV-2026-0000145,CRT-00037,2026-01-09,V1,Channel Access,High,Canada,Emerging,Creator_Studio,True,True,Pre_Experiment,3.77,False,High,False,Resolved,Human_Resolved,True,38.59,,False,39.83
CNV-2026-0000146,CRT-01422,2026-01-09,V1,Shorts,Medium,US,Growth,Creator_Studio,True,True,Pre_Experiment,3.08,False,High,False,Resolved,Human_Resolved,True,16.91,,False,19.83
CNV-2026-0000147,CRT-01051,2026-01-09,None,Memberships,High,Southeast Asia,Growth,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,36.92,,False,38.67
CNV-2026-0000148,CRT-00296,2026-01-09,V1,Copyright,Medium,US,Established,Help_Center,True,True,Pre_Experiment,3.37,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,0.88
CNV-2026-0000149,CRT-00405,2026-01-09,None,Revenue & Payments,Medium,Southeast Asia,Large,Email_Form,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,9.96,,False,12.23
CNV-2026-0000150,CRT-00715,2026-01-09,None,Revenue & Payments,High,Other,Established,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,47.68,5,False,49.6
CNV-2026-0000151,CRT-00663,2026-01-09,V1,Creator Tools,Medium,India,Emerging,Creator_Studio,True,True,Pre_Experiment,5.11,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.49
CNV-2026-0000152,CRT-00567,2026-01-09,V1,Other,Low,Southeast Asia,Growth,Creator_Studio,True,True,Pre_Experiment,2.75,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.29
CNV-2026-0000153,CRT-00017,2026-01-09,None,Policy,Low,US,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,5.23,,False,5.87
CNV-2026-0000154,CRT-01267,2026-01-09,V1,Copyright,High,India,Emerging,Creator_Studio,True,True,Pre_Experiment,2.88,False,High,False,Resolved,Human_Resolved,True,23.97,,False,24.95
CNV-2026-0000155,CRT-00836,2026-01-09,V1,Shorts,Medium,UK,Growth,Creator_Studio,True,True,Pre_Experiment,1.89,True,Low,False,Resolved,AI_Resolved,False,0.0,4,False,1.72
CNV-2026-0000156,CRT-00516,2026-01-09,V1,Channel Access,Medium,Southeast Asia,Emerging,Help_Center,True,True,Pre_Experiment,5.16,False,High,False,Unresolved,Unresolved_Escalated,True,17.8,2,True,18.5
CNV-2026-0000157,CRT-01202,2026-01-09,V1,Copyright,Medium,Southeast Asia,Growth,Creator_Studio,True,True,Pre_Experiment,3.34,False,High,False,Resolved,Human_Resolved,True,10.94,,False,13.14
CNV-2026-0000158,CRT-01171,2026-01-09,None,Shorts,Low,Southeast Asia,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,7.95,,False,9.71
CNV-2026-0000159,CRT-00338,2026-01-09,None,Revenue & Payments,Medium,India,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,16.13,5,False,17.15
CNV-2026-0000160,CRT-00144,2026-01-09,V1,Creator Tools,Low,US,Growth,Mobile_App,True,True,Pre_Experiment,2.19,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.53
CNV-2026-0000161,CRT-00102,2026-01-09,None,Creator Tools,Low,US,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.36,,False,8.49
CNV-2026-0000162,CRT-00919,2026-01-09,V1,Shorts,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,5.58,False,High,True,Resolved,Human_Resolved,True,16.46,,False,18.43
CNV-2026-0000163,CRT-01327,2026-01-09,V1,Copyright,Medium,India,Emerging,Creator_Studio,True,True,Pre_Experiment,3.69,True,High,False,Unresolved,Unresolved_Contained,False,0.0,1,True,2.37
CNV-2026-0000164,CRT-00644,2026-01-10,V1,Revenue & Payments,High,Other,Emerging,Creator_Studio,True,True,Pre_Experiment,2.7,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.03
CNV-2026-0000165,CRT-00177,2026-01-10,V1,Channel Access,Medium,Canada,Emerging,Creator_Studio,True,True,Pre_Experiment,5.62,True,High,False,Resolved,AI_Resolved,False,0.0,,False,0.62
CNV-2026-0000166,CRT-00118,2026-01-10,None,Analytics,Low,Southeast Asia,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,5.67,5,False,7.54
CNV-2026-0000167,CRT-01021,2026-01-10,None,Monetization,Medium,US,Established,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,16.9,5,False,18.03
CNV-2026-0000168,CRT-01146,2026-01-10,None,Copyright,Medium,Other,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,18.53,5,False,20.95
CNV-2026-0000169,CRT-01039,2026-01-10,V1,Shorts,Medium,US,Emerging,Help_Center,True,True,Pre_Experiment,3.23,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.22
CNV-2026-0000170,CRT-01077,2026-01-10,None,Memberships,High,UK,Growth,Mobile_App,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,26.79,,False,28.77
CNV-2026-0000171,CRT-00491,2026-01-10,V1,Revenue & Payments,Medium,US,Growth,Creator_Studio,True,True,Pre_Experiment,1.86,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.87
CNV-2026-0000172,CRT-00313,2026-01-10,V1,Revenue & Payments,Medium,Canada,Emerging,Help_Center,True,True,Pre_Experiment,5.79,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.24
CNV-2026-0000173,CRT-01173,2026-01-10,V1,Creator Tools,Medium,India,Emerging,Email_Form,True,True,Pre_Experiment,2.58,True,Low,False,Resolved,AI_Resolved,False,0.0,,False,2.18
CNV-2026-0000174,CRT-00015,2026-01-10,None,Channel Access,High,Other,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,35.82,4,False,38.31
CNV-2026-0000175,CRT-00292,2026-01-10,None,Policy,Medium,India,Emerging,Help_Center,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,10.09,,False,11.57
CNV-2026-0000176,CRT-00869,2026-01-10,V1,Memberships,Medium,India,Emerging,Creator_Studio,True,True,Pre_Experiment,14.65,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.62
CNV-2026-0000177,CRT-01046,2026-01-10,V1,Monetization,Medium,India,Emerging,Mobile_App,True,True,Pre_Experiment,3.08,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.9
CNV-2026-0000178,CRT-01488,2026-01-10,None,Memberships,Low,Southeast Asia,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,7.14,5,False,9.64
CNV-2026-0000179,CRT-01100,2026-01-11,V1,Monetization,Medium,Other,Emerging,Creator_Studio,True,True,Pre_Experiment,1.52,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,0.68
CNV-2026-0000180,CRT-00794,2026-01-11,V1,Analytics,Medium,India,Emerging,Email_Form,True,True,Pre_Experiment,8.29,True,Medium,False,Resolved,AI_Resolved,False,0.0,,True,1.33
CNV-2026-0000181,CRT-00448,2026-01-11,V1,Monetization,Low,Other,Growth,Help_Center,True,True,Pre_Experiment,3.67,False,High,False,Resolved,Human_Resolved,True,14.73,,False,17.42
CNV-2026-0000182,CRT-00320,2026-01-11,V1,Monetization,High,Southeast Asia,Established,Creator_Studio,True,True,Pre_Experiment,4.22,False,High,False,Resolved,Human_Resolved,True,26.89,5,False,29.35
CNV-2026-0000183,CRT-00786,2026-01-11,V1,Copyright,Low,US,Emerging,Help_Center,True,True,Pre_Experiment,4.47,False,Medium,False,Resolved,Human_Resolved,True,6.4,,False,7.46
CNV-2026-0000184,CRT-00832,2026-01-11,None,Copyright,High,India,Growth,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,17.05,,False,18.77
CNV-2026-0000185,CRT-01459,2026-01-11,None,Revenue & Payments,High,US,Established,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,20.11,,True,21.08
CNV-2026-0000186,CRT-00868,2026-01-11,V1,Policy,Medium,India,Established,Creator_Studio,True,True,Pre_Experiment,2.04,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.01
CNV-2026-0000187,CRT-01097,2026-01-11,V1,Shorts,High,US,Emerging,Creator_Studio,True,True,Pre_Experiment,1.42,False,Medium,False,Resolved,Human_Resolved,True,26.06,,False,26.8
CNV-2026-0000188,CRT-00539,2026-01-11,None,Creator Tools,Medium,Southeast Asia,Emerging,Mobile_App,True,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,21.24,,False,22.4
CNV-2026-0000189,CRT-01016,2026-01-12,V1,Creator Tools,Medium,Other,Emerging,Creator_Studio,True,True,Pre_Experiment,9.07,False,High,False,Unresolved,Unresolved_Escalated,True,19.06,,False,19.92
CNV-2026-0000190,CRT-00514,2026-01-12,V1,Copyright,High,India,Emerging,Creator_Studio,True,True,Pre_Experiment,1.86,False,High,False,Resolved,Human_Resolved,True,43.71,,False,46.55
CNV-2026-0000191,CRT-00482,2026-01-12,V1,Memberships,Medium,India,Emerging,Creator_Studio,True,True,Pre_Experiment,7.87,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.08
CNV-2026-0000192,CRT-00717,2026-01-12,V1,Monetization,Medium,US,Growth,Creator_Studio,True,True,Pre_Experiment,4.77,False,High,False,Resolved,Human_Resolved,True,9.53,,False,11.41
CNV-2026-0000193,CRT-00804,2026-01-12,None,Copyright,High,India,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,30.11,,False,31.06
CNV-2026-0000194,CRT-00569,2026-01-12,V1,Monetization,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,4.07,True,High,False,Resolved,AI_Resolved,False,0.0,,False,0.89
CNV-2026-0000195,CRT-00636,2026-01-12,V1,Copyright,Medium,Southeast Asia,Emerging,Creator_Studio,True,True,Pre_Experiment,3.05,False,Low,False,Resolved,Human_Resolved,True,14.32,,False,14.88
CNV-2026-0000196,CRT-00184,2026-01-12,None,Policy,Low,US,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,7.33,,False,8.04
CNV-2026-0000197,CRT-01158,2026-01-12,None,Monetization,Medium,Southeast Asia,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,18.51,5,False,20.33
CNV-2026-0000198,CRT-00732,2026-01-12,None,Monetization,High,UK,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,32.79,,False,34.61
CNV-2026-0000199,CRT-00488,2026-01-12,V1,Analytics,High,UK,Emerging,Creator_Studio,True,True,Pre_Experiment,10.64,False,Low,True,Resolved,Human_Resolved,True,31.98,,False,33.29
CNV-2026-0000200,CRT-01367,2026-01-12,V1,Monetization,High,India,Emerging,Help_Center,True,True,Pre_Experiment,2.76,True,High,False,Resolved,AI_Resolved,False,0.0,,True,2.88
CNV-2026-0000201,CRT-01140,2026-01-12,None,Policy,Medium,US,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,17.73,,False,19.33
CNV-2026-0000202,CRT-01102,2026-01-12,V1,Revenue & Payments,Medium,UK,Emerging,Creator_Studio,True,True,Pre_Experiment,2.79,True,High,False,Abandoned,Abandoned,False,0.0,2,False,2.56
CNV-2026-0000203,CRT-00718,2026-01-12,V1,Shorts,Medium,Other,Emerging,Help_Center,True,True,Pre_Experiment,5.1,True,Low,True,Unresolved,Unresolved_Contained,False,0.0,1,True,1.86
CNV-2026-0000204,CRT-01454,2026-01-12,V1,Channel Access,Low,Other,Established,Help_Center,True,True,Pre_Experiment,2.78,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.16
CNV-2026-0000205,CRT-00658,2026-01-12,V1,Monetization,Medium,US,Emerging,Help_Center,True,True,Pre_Experiment,2.39,True,Medium,False,Resolved,AI_Resolved,False,0.0,4,False,0.94
CNV-2026-0000206,CRT-00482,2026-01-12,None,Shorts,Low,India,Emerging,Email_Form,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,2.61,5,False,3.55
CNV-2026-0000207,CRT-01229,2026-01-12,None,Revenue & Payments,High,India,Established,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,51.01,,False,53.2
CNV-2026-0000208,CRT-00588,2026-01-12,V1,Copyright,Medium,India,Emerging,Creator_Studio,True,True,Pre_Experiment,3.67,True,Low,False,Unresolved,Unresolved_Contained,False,0.0,2,False,2.43
CNV-2026-0000209,CRT-00057,2026-01-13,V1,Channel Access,High,Other,Growth,Creator_Studio,True,True,Pre_Experiment,5.13,False,Medium,False,Unresolved,Unresolved_Escalated,True,27.4,2,True,28.4
CNV-2026-0000210,CRT-01465,2026-01-13,V1,Channel Access,High,US,Growth,Creator_Studio,True,True,Pre_Experiment,8.78,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,3.12
CNV-2026-0000211,CRT-00021,2026-01-13,None,Copyright,High,US,Growth,Email_Form,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,34.85,5,False,37.64
CNV-2026-0000212,CRT-00720,2026-01-13,V1,Revenue & Payments,Low,India,Large,Help_Center,True,True,Pre_Experiment,9.62,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,1.27
CNV-2026-0000213,CRT-01448,2026-01-13,V1,Monetization,Low,Canada,Growth,Help_Center,True,True,Pre_Experiment,1.68,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.31
CNV-2026-0000214,CRT-00625,2026-01-13,V1,Policy,High,India,Large,Email_Form,True,True,Pre_Experiment,6.02,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,3.03
CNV-2026-0000215,CRT-01311,2026-01-13,V1,Other,Low,US,Emerging,Mobile_App,True,True,Pre_Experiment,2.42,True,High,False,Resolved,AI_Resolved,False,0.0,,True,3.03
CNV-2026-0000216,CRT-00329,2026-01-13,V1,Revenue & Payments,Low,Other,Growth,Creator_Studio,True,True,Pre_Experiment,2.47,False,High,False,Resolved,Human_Resolved,True,18.82,,False,20.39
CNV-2026-0000217,CRT-00805,2026-01-13,None,Other,High,India,Emerging,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,38.84,5,False,41.43
CNV-2026-0000218,CRT-01072,2026-01-13,None,Monetization,Medium,Southeast Asia,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,11.15,,False,13.95
CNV-2026-0000219,CRT-00076,2026-01-13,V1,Memberships,Medium,US,Emerging,Creator_Studio,True,True,Pre_Experiment,2.96,False,High,False,Resolved,Human_Resolved,True,13.52,,True,16.27
CNV-2026-0000220,CRT-00642,2026-01-13,V1,Shorts,Low,India,Established,Creator_Studio,True,True,Pre_Experiment,2.87,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.22
CNV-2026-0000221,CRT-01459,2026-01-13,V1,Channel Access,Medium,US,Established,Mobile_App,True,True,Pre_Experiment,2.33,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,1.58
CNV-2026-0000222,CRT-00001,2026-01-13,V1,Monetization,High,UK,Established,Help_Center,True,True,Pre_Experiment,1.32,False,High,False,Resolved,Human_Resolved,True,38.94,5,False,40.72
CNV-2026-0000223,CRT-00367,2026-01-13,V1,Revenue & Payments,Medium,Other,Established,Creator_Studio,True,True,Pre_Experiment,7.23,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.4
CNV-2026-0000224,CRT-01378,2026-01-13,None,Monetization,Low,India,Established,Mobile_App,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,12.29,,False,13.44
CNV-2026-0000225,CRT-01489,2026-01-13,None,Policy,Low,US,Established,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,7.13,,False,9.4
CNV-2026-0000226,CRT-00097,2026-01-13,None,Other,Medium,US,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,6.89,,False,8.7
CNV-2026-0000227,CRT-01421,2026-01-13,None,Revenue & Payments,Low,Other,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,4.69,5,False,6.64
CNV-2026-0000228,CRT-00583,2026-01-13,None,Monetization,High,UK,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,22.52,5,False,25.11
CNV-2026-0000229,CRT-00369,2026-01-13,V1,Copyright,Medium,Southeast Asia,Emerging,Creator_Studio,True,True,Pre_Experiment,5.65,True,High,False,Resolved,AI_Resolved,False,0.0,,False,2.95
CNV-2026-0000230,CRT-01219,2026-01-13,V1,Policy,Medium,US,Growth,Mobile_App,True,True,Pre_Experiment,3.74,False,Medium,False,Resolved,Human_Resolved,True,15.96,4,False,17.29
CNV-2026-0000231,CRT-00759,2026-01-13,None,Policy,High,US,Emerging,Email_Form,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,30.84,,False,33.25
CNV-2026-0000232,CRT-00134,2026-01-13,None,Copyright,High,UK,Emerging,Creator_Studio,True,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,35.27,5,False,37.27
CNV-2026-0000233,CRT-01107,2026-01-14,V1,Memberships,Medium,Southeast Asia,Emerging,Creator_Studio,True,True,Pre_Experiment,2.44,False,Low,False,Resolved,Human_Resolved,True,20.81,,False,22.08
CNV-2026-0000234,CRT-00171,2026-01-14,V1,Monetization,High,India,Emerging,Creator_Studio,True,True,Pre_Experiment,6.57,False,Low,False,Resolved,Human_Resolved,True,9.29,,False,11.52
CNV-2026-0000235,CRT-00171,2026-01-14,V1,Policy,Medium,India,Emerging,Help_Center,True,True,Pre_Experiment,3.66,True,High,False,Resolved,AI_Resolved,False,0.0,5,False,2.2
CNV-2026-0000236,CRT-01090,2026-01-14,None,Revenue & Payments,Medium,India,Growth,Creator_Studio,True,False,Non_Experiment,,False,,False,Unresolved,Unresolved_Escalated,True,12.41,,False,14.96
CNV-2026-0000237,CRT-01227,2026-01-14,None,Monetization,Low,Canada,Growth,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,10.61,,False,12.12
CNV-2026-0000238,CRT-01452,2026-01-14,V1,Policy,Medium,Canada,Growth,Creator_Studio,True,True,Pre_Experiment,2.91,True,Low,False,Unresolved,Unresolved_Contained,False,0.0,,False,2.58
CNV-2026-0000239,CRT-00443,2026-01-14,V1,Channel Access,High,India,Growth,Creator_Studio,True,True,Pre_Experiment,1.8,False,High,False,Resolved,Human_Resolved,True,45.69,,False,46.83
CNV-2026-0000240,CRT-00129,2026-01-14,V1,Creator Tools,Medium,US,Emerging,Mobile_App,True,True,Pre_Experiment,4.8,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.73
CNV-2026-0000241,CRT-01102,2026-01-14,None,Memberships,Low,UK,Emerging,Help_Center,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,8.62,,False,10.67
CNV-2026-0000242,CRT-01159,2026-01-14,None,Creator Tools,Low,US,Emerging,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,4.2,5,False,6.2
CNV-2026-0000243,CRT-00213,2026-01-14,V1,Copyright,High,Other,Emerging,Creator_Studio,True,True,Pre_Experiment,3.24,False,High,False,Resolved,Human_Resolved,True,28.38,,False,29.06
CNV-2026-0000244,CRT-01086,2026-01-14,None,Other,Medium,India,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,22.37,5,False,23.75
CNV-2026-0000245,CRT-01449,2026-01-14,None,Shorts,Low,Other,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,3.52,,False,4.82
CNV-2026-0000246,CRT-00328,2026-01-14,None,Monetization,Medium,India,Growth,Creator_Studio,False,False,Non_Experiment,,False,,False,Resolved,Human_Resolved,True,9.12,,True,12.04
CNV-2026-0000247,CRT-00469,2026-01-14,V1,Shorts,Low,India,Emerging,Help_Center,True,True,Pre_Experiment,4.24,True,Medium,False,Resolved,AI_Resolved,False,0.0,5,False,2.99
CNV-2026-0000248,CRT-01391,2026-01-14,V1,Memberships,Low,US,Established,Creator_Studio,True,True,Pre_Experiment,4.07,False,High,False,Resolved,Human_Resolved,True,4.35,5,False,5.82
CNV-2026-0000249,CRT-00674,2026-01-14,V1,Monetization,Medium,US,Growth,Creator_Studio,True,True,Pre_Experiment,5.02,True,Medium,False,Resolved,AI_Resolved,False,0.0,,False,2.55
CNV-2026-0000250,CRT-00327,2026-01-14,V1,Creator Tools,Low,Southeast Asia,Established,Creator_Studio,True,True,Pre_Experiment,4.16,True,High,False,Resolved,AI_Resolved,False,0.0,,False,1.95
